Market,Commodity,mean_price,volatility,mean_deviation,risk_cluster
Bihar_Market_19,Maize,1906.518207,212.2701685,0.459294949,2
Bihar_Market_19,Mustard,5195.95738,546.3364731,0.105180557,3
Bihar_Market_19,Onion,1499.121627,158.057396,0.14591734,1
Bihar_Market_19,Potato,1199.792583,130.1727044,0.175168422,1
Bihar_Market_19,Rice,2796.813963,292.8482089,0.093482302,1
Bihar_Market_19,Soybean,4190.160221,457.4279519,-0.16538104,3
Bihar_Market_19,Tomato,1806.703586,182.569034,0.542258262,2
Bihar_Market_19,Wheat,2195.184428,223.2519864,0.013311473,1
Bihar_Market_2,Maize,1897.326846,193.6952674,0.013303066,1
Bihar_Market_2,Mustard,5185.568807,533.2789331,-0.08080205,3
Bihar_Market_2,Onion,1502.386714,164.6317835,0.332477101,2
Bihar_Market_2,Potato,1196.291024,125.895133,-0.076593173,1
Bihar_Market_2,Rice,2793.15068,287.6742515,-0.108545676,1
Bihar_Market_2,Soybean,4188.889754,429.835166,-0.107066501,3
Bihar_Market_2,Tomato,1797.506898,193.4919597,0.019208535,1
Bihar_Market_2,Wheat,2200.427387,222.6755415,0.189741102,1
Bihar_Market_20,Maize,1897.879481,206.834082,0.109327788,1
Bihar_Market_20,Mustard,5196.837634,551.1011868,0.101084222,3
Bihar_Market_20,Onion,1500.097456,160.2370207,0.156947444,1
Bihar_Market_20,Potato,1199.814118,122.238889,0.1759027,1
Bihar_Market_20,Rice,2805.456455,302.3075296,0.287380065,2
Bihar_Market_20,Soybean,4218.783128,431.1247135,0.60152931,0
Bihar_Market_20,Tomato,1801.451313,186.5550724,0.236327887,2
Bihar_Market_20,Wheat,2202.80739,235.5395289,0.275475681,2
Bihar_Market_21,Maize,1902.052983,201.3534152,0.248764512,2
Bihar_Market_21,Mustard,5207.17502,545.9476561,0.286927942,0
Bihar_Market_21,Onion,1501.626719,163.8615785,0.302180969,2
Bihar_Market_21,Potato,1196.748787,122.9322973,-0.095227374,1
Bihar_Market_21,Rice,2808.648209,286.2903989,0.370118999,2
Bihar_Market_21,Soybean,4207.548439,449.479862,0.363942587,0
Bihar_Market_21,Tomato,1802.185785,192.4022359,0.25965761,2
Bihar_Market_21,Wheat,2205.127081,235.1389855,0.363163847,2
Bihar_Market_22,Maize,1903.085985,209.8468088,0.323903257,2
Bihar_Market_22,Mustard,5211.864198,530.4978199,0.461549063,0
Bihar_Market_22,Onion,1506.538469,157.1526296,0.64113557,2
Bihar_Market_22,Potato,1197.594096,127.2017407,-0.005884872,1
Bihar_Market_22,Rice,2795.651072,294.7144812,0.008654241,1
Bihar_Market_22,Soybean,4200.055717,416.74576,0.10746884,3
Bihar_Market_22,Tomato,1798.579343,190.3210816,0.114431951,1
Bihar_Market_22,Wheat,2203.631375,233.9083572,0.339473517,2
Bihar_Market_23,Maize,1903.591663,196.5728601,0.321583153,2
Bihar_Market_23,Mustard,5192.299882,542.1102176,0.131617879,3
Bihar_Market_23,Onion,1499.352268,161.5315434,0.145162391,1
Bihar_Market_23,Potato,1200.891502,122.9185069,0.261745507,2
Bihar_Market_23,Rice,2804.577539,292.4486896,0.292147965,2
Bihar_Market_23,Soybean,4204.423061,459.0602519,0.235151527,0
Bihar_Market_23,Tomato,1802.203363,185.7297125,0.302522784,2
Bihar_Market_23,Wheat,2203.720981,231.7831644,0.320477795,2
Bihar_Market_24,Maize,1897.970257,197.7046631,0.101772488,1
Bihar_Market_24,Mustard,5207.573552,559.8541211,0.344215612,0
Bihar_Market_24,Onion,1498.04679,153.9984656,0.041494378,1
Bihar_Market_24,Potato,1203.036263,126.2713059,0.534912891,2
Bihar_Market_24,Rice,2808.236692,298.0570348,0.397763503,2
Bihar_Market_24,Soybean,4211.496261,434.7387283,0.411912722,0
Bihar_Market_24,Tomato,1797.506467,187.9610147,0.009029216,1
Bihar_Market_24,Wheat,2201.421907,226.7236617,0.253063071,2
Bihar_Market_3,Maize,1894.974029,195.16692,-0.10307492,1
Bihar_Market_3,Mustard,5194.130225,538.2250916,0.109401995,3
Bihar_Market_3,Onion,1498.250498,152.5814897,0.063778267,1
Bihar_Market_3,Potato,1199.004853,120.6722123,0.116522897,1
Bihar_Market_3,Rice,2804.869023,316.1211692,0.288675492,2
Bihar_Market_3,Soybean,4193.480131,433.9745234,-0.023734885,3
Bihar_Market_3,Tomato,1804.845214,193.3949354,0.468862145,2
Bihar_Market_3,Wheat,2198.798493,234.8809565,0.095763227,1
Bihar_Market_4,Maize,1907.024428,201.9171049,0.556550915,2
Bihar_Market_4,Mustard,5182.517381,550.0270543,-0.159989671,3
Bihar_Market_4,Onion,1500.93793,159.0907168,0.323969743,2
Bihar_Market_4,Potato,1199.564998,125.8004601,0.191512442,1
Bihar_Market_4,Rice,2799.067023,294.1786347,0.098817477,1
Bihar_Market_4,Soybean,4193.1827,420.4360797,-0.041638324,3
Bihar_Market_4,Tomato,1797.317917,185.3173201,0.044235882,1
Bihar_Market_4,Wheat,2202.530402,225.3706361,0.160458093,1
Bihar_Market_5,Maize,1902.778319,202.1291099,0.356613332,2
Bihar_Market_5,Mustard,5219.861732,532.1928113,0.593602967,0
Bihar_Market_5,Onion,1504.099312,154.7328278,0.49100309,2
Bihar_Market_5,Potato,1199.442095,122.8792779,0.176223061,1
Bihar_Market_5,Rice,2797.604335,284.4413035,0.030488225,1
Bihar_Market_5,Soybean,4213.026121,452.9414781,0.42943342,0
Bihar_Market_5,Tomato,1806.326635,187.7546991,0.553370431,2
Bihar_Market_5,Wheat,2194.982986,232.1462228,-0.100497076,1
Bihar_Market_6,Maize,1901.908362,196.3772717,0.224828385,1
Bihar_Market_6,Mustard,5203.270052,536.9156111,0.275576947,0
Bihar_Market_6,Onion,1503.1625,162.6762976,0.496543103,2
Bihar_Market_6,Potato,1200.344619,131.8677902,0.261610472,2
Bihar_Market_6,Rice,2800.123811,289.0599092,0.149593917,1
Bihar_Market_6,Soybean,4197.370546,435.4493058,0.001441721,3
Bihar_Market_6,Tomato,1798.654245,182.0143974,0.134278621,1
Bihar_Market_6,Wheat,2205.075684,228.1403269,0.391296236,2
Bihar_Market_7,Maize,1909.531824,202.6636872,0.636506639,2
Bihar_Market_7,Mustard,5183.662423,551.9982295,-0.11165233,3
Bihar_Market_7,Onion,1503.937451,155.7079807,0.462743635,2
Bihar_Market_7,Potato,1197.972954,123.3231504,0.063291976,1
Bihar_Market_7,Rice,2805.566384,288.9710925,0.381931463,2
Bihar_Market_7,Soybean,4207.859338,433.9089406,0.333946156,0
Bihar_Market_7,Tomato,1805.293673,192.0937212,0.490758155,2
Bihar_Market_7,Wheat,2203.967339,227.9519327,0.374636579,2
Bihar_Market_8,Maize,1900.191637,200.9069359,0.121863362,1
Bihar_Market_8,Mustard,5205.780614,546.91228,0.288086449,0
Bihar_Market_8,Onion,1496.828194,160.2124582,-0.005925126,1
Bihar_Market_8,Potato,1197.503981,125.3693863,-0.050564785,1
Bihar_Market_8,Rice,2804.406653,297.9447374,0.282953178,2
Bihar_Market_8,Soybean,4204.17784,424.6017975,0.176761679,3
Bihar_Market_8,Tomato,1805.119146,191.5563448,0.472967247,2
Bihar_Market_8,Wheat,2193.245034,224.9089713,-0.152115194,1
Bihar_Market_9,Maize,1900.978746,192.9317653,0.23754135,2
Bihar_Market_9,Mustard,5208.609091,541.0408102,0.366409861,0
Bihar_Market_9,Onion,1503.433747,157.1081053,0.379851419,2
Bihar_Market_9,Potato,1203.951166,121.2517355,0.558534731,2
Bihar_Market_9,Rice,2808.700443,305.3484845,0.399230781,2
Bihar_Market_9,Soybean,4207.921592,450.8215441,0.335360468,0
Bihar_Market_9,Tomato,1794.210337,186.8224727,-0.147488928,1
Bihar_Market_9,Wheat,2206.301552,233.8192763,0.45936448,2
Gujarat_Market_0,Maize,1901.90497,195.7372304,0.329516839,2
Gujarat_Market_0,Mustard,5202.95489,535.217818,0.351759128,0
Gujarat_Market_0,Onion,1502.406115,157.1811884,0.237563239,2
Gujarat_Market_0,Potato,1199.684308,124.3479806,0.184064544,1
Gujarat_Market_0,Rice,2808.873019,286.8651096,0.583858353,2
Gujarat_Market_0,Soybean,4204.182975,435.5137257,0.328393633,0
Gujarat_Market_0,Tomato,1796.726756,187.3032381,0.109527393,1
Gujarat_Market_0,Wheat,2201.475946,223.2249443,0.315739555,2
Gujarat_Market_1,Maize,1900.613516,195.037815,0.246361254,2
Gujarat_Market_1,Mustard,5205.837255,552.9638308,0.379141651,0
Gujarat_Market_1,Onion,1495.928585,153.7367426,-0.088510624,1
Gujarat_Market_1,Potato,1202.702424,125.5676873,0.465198094,2
Gujarat_Market_1,Rice,2812.613553,296.3615951,0.681181451,2
Gujarat_Market_1,Soybean,4200.833917,449.0564826,0.240142265,0
Gujarat_Market_1,Tomato,1794.295803,192.0648474,0.015617296,1
Gujarat_Market_1,Wheat,2198.43516,230.7591876,0.205976292,1
Gujarat_Market_10,Maize,1898.056712,197.3838197,0.101786622,1
Gujarat_Market_10,Mustard,5169.397166,533.4293351,-0.294211673,3
Gujarat_Market_10,Onion,1503.025774,164.0031505,0.337871668,2
Gujarat_Market_10,Potato,1199.412784,128.5877848,0.173081503,1
Gujarat_Market_10,Rice,2795.336698,283.0226349,0.044533027,1
Gujarat_Market_10,Soybean,4205.252661,437.0282148,0.391992924,0
Gujarat_Market_10,Tomato,1801.332943,190.7883888,0.389070441,2
Gujarat_Market_10,Wheat,2202.048872,237.3884903,0.389438898,2
Gujarat_Market_11,Maize,1905.725306,203.6505738,0.423609397,2
Gujarat_Market_11,Mustard,5181.473022,546.5688976,-0.034556706,3
Gujarat_Market_11,Onion,1504.281462,160.8321606,0.415631194,2
Gujarat_Market_11,Potato,1201.325844,126.4018503,0.361034119,2
Gujarat_Market_11,Rice,2801.381822,296.4827282,0.31223517,2
Gujarat_Market_11,Soybean,4182.099246,434.6459083,-0.131181327,3
Gujarat_Market_11,Tomato,1801.840032,180.6587334,0.366284334,2
Gujarat_Market_11,Wheat,2203.507541,230.3356032,0.468379907,2
Gujarat_Market_12,Maize,1901.613846,213.666024,0.260510317,2
Gujarat_Market_12,Mustard,5179.003764,508.8198154,-0.069490018,3
Gujarat_Market_12,Onion,1503.049777,155.5961669,0.451170151,2
Gujarat_Market_12,Potato,1200.614865,124.3318199,0.23811823,2
Gujarat_Market_12,Rice,2808.923153,299.0147921,0.558628172,2
Gujarat_Market_12,Soybean,4205.515039,452.8792805,0.38445625,0
Gujarat_Market_12,Tomato,1798.526614,184.9891671,0.189710885,1
Gujarat_Market_12,Wheat,2204.417279,223.9743466,0.412999769,2
Gujarat_Market_13,Maize,1903.697955,199.6918913,0.380475457,2
Gujarat_Market_13,Mustard,5206.446015,545.647185,0.374026478,0
Gujarat_Market_13,Onion,1500.816964,157.8925772,0.168932584,1
Gujarat_Market_13,Potato,1198.807064,124.8976359,0.111207764,1
Gujarat_Market_13,Rice,2808.500601,285.82544,0.533436537,2
Gujarat_Market_13,Soybean,4194.967768,447.3636417,0.07167188,3
Gujarat_Market_13,Tomato,1798.29685,180.2053487,0.220927278,1
Gujarat_Market_13,Wheat,2197.757006,221.1848899,0.142232843,1
Gujarat_Market_14,Maize,1899.190835,196.8178186,0.19984008,1
Gujarat_Market_14,Mustard,5185.248006,563.9930795,0.041010007,3
Gujarat_Market_14,Onion,1501.018617,159.1676228,0.242248477,2
Gujarat_Market_14,Potato,1197.848026,124.3476418,0.068888665,1
Gujarat_Market_14,Rice,2798.178244,285.802244,0.159144776,1
Gujarat_Market_14,Soybean,4199.627258,428.9006383,0.102467717,3
Gujarat_Market_14,Tomato,1799.457627,192.3332635,0.276739466,2
Gujarat_Market_14,Wheat,2194.137605,225.7089179,0.048537837,1
Gujarat_Market_15,Maize,1902.72856,208.8606173,0.376078083,2
Gujarat_Market_15,Mustard,5193.170703,527.1003915,0.180304231,3
Gujarat_Market_15,Onion,1500.179526,155.5164482,0.115111097,1
Gujarat_Market_15,Potato,1198.174139,123.7611485,0.117442046,1
Gujarat_Market_15,Rice,2799.317514,289.1197243,0.279105308,2
Gujarat_Market_15,Soybean,4190.856747,440.3681866,0.025046855,3
Gujarat_Market_15,Tomato,1799.221044,184.8223338,0.216705987,1
Gujarat_Market_15,Wheat,2201.740691,220.0108247,0.310398702,2
Gujarat_Market_16,Maize,1904.61249,201.1631604,0.449835346,2
Gujarat_Market_16,Mustard,5190.537706,527.813593,0.096338355,3
Gujarat_Market_16,Onion,1497.908697,159.5434042,0.054592187,1
Gujarat_Market_16,Potato,1197.939047,129.7131479,0.055291408,1
Gujarat_Market_16,Rice,2807.42557,292.3046872,0.490463751,2
Gujarat_Market_16,Soybean,4195.331744,431.2429756,0.092868725,3
Gujarat_Market_16,Tomato,1800.124847,185.613968,0.329967155,2
Gujarat_Market_16,Wheat,2209.016966,231.6550272,0.629079398,2
Gujarat_Market_17,Maize,1902.087972,198.3388492,0.321536464,2
Gujarat_Market_17,Mustard,5185.205917,544.0959198,-0.000296852,3
Gujarat_Market_17,Onion,1503.596047,162.0552498,0.373332482,2
Gujarat_Market_17,Potato,1202.282258,120.1032081,0.477855897,2
Gujarat_Market_17,Rice,2799.511655,288.2093472,0.2009687,1
Gujarat_Market_17,Soybean,4213.387697,433.2660941,0.532873569,0
Gujarat_Market_17,Tomato,1803.651431,189.1369772,0.493921976,2
Gujarat_Market_17,Wheat,2201.127797,233.1890329,0.392147932,2
Gujarat_Market_18,Maize,1901.073841,198.1119131,0.227511367,1
Gujarat_Market_18,Mustard,5203.732283,546.4351845,0.382256812,0
Gujarat_Market_18,Onion,1499.601749,156.9092746,0.02458104,1
Gujarat_Market_18,Potato,1202.503215,130.0774722,0.398518186,2
Gujarat_Market_18,Rice,2791.440187,280.7627305,-0.112005888,1
Gujarat_Market_18,Soybean,4209.85123,435.0034875,0.465559322,0
Gujarat_Market_18,Tomato,1799.149546,182.5493593,0.267013643,2
Gujarat_Market_18,Wheat,2202.755336,228.5120683,0.373017272,2
Gujarat_Market_19,Maize,1898.452283,197.7073332,0.115266695,1
Gujarat_Market_19,Mustard,5192.610342,564.1693601,0.190490648,3
Gujarat_Market_19,Onion,1500.336833,150.7221316,0.131615022,1
Gujarat_Market_19,Potato,1198.456182,118.9443416,0.083118348,1
Gujarat_Market_19,Rice,2798.830835,297.5895068,0.224446503,1
Gujarat_Market_19,Soybean,4199.337163,448.1734539,0.180542633,3
Gujarat_Market_19,Tomato,1794.58283,185.8419303,-0.0176596,1
Gujarat_Market_19,Wheat,2198.515192,227.902524,0.206866017,1
Gujarat_Market_2,Maize,1902.687103,197.147092,0.362495811,2
Gujarat_Market_2,Mustard,5191.979592,544.1653973,0.121633864,3
Gujarat_Market_2,Onion,1506.528009,157.4985058,0.567707665,2
Gujarat_Market_2,Potato,1196.706479,125.3817015,0.009178364,1
Gujarat_Market_2,Rice,2800.903053,298.0508353,0.290153318,2
Gujarat_Market_2,Soybean,4205.250493,464.0046692,0.255688491,0
Gujarat_Market_2,Tomato,1794.627467,185.9398514,-0.057664719,1
Gujarat_Market_2,Wheat,2200.057953,233.7128874,0.286644001,2
Gujarat_Market_20,Maize,1893.862006,194.8620578,-0.130940155,1
Gujarat_Market_20,Mustard,5194.367834,542.9276319,0.230903706,0
Gujarat_Market_20,Onion,1501.762445,159.3976922,0.235292636,2
Gujarat_Market_20,Potato,1200.273518,126.264935,0.242845464,2
Gujarat_Market_20,Rice,2794.797265,290.8054532,-0.004327742,1
Gujarat_Market_20,Soybean,4214.133118,449.7984483,0.515935784,0
Gujarat_Market_20,Tomato,1798.70111,187.0714168,0.203408127,1
Gujarat_Market_20,Wheat,2190.540984,227.7934999,-0.205328472,1
Gujarat_Market_21,Maize,1899.174456,200.2654873,0.144670977,1
Gujarat_Market_21,Mustard,5204.118086,556.7941895,0.408766755,0
Gujarat_Market_21,Onion,1502.014483,160.8877109,0.321166614,2
Gujarat_Market_21,Potato,1204.622205,132.4986614,0.701687967,2
Gujarat_Market_21,Rice,2805.181836,288.920372,0.446025938,2
Gujarat_Market_21,Soybean,4205.918548,427.1347844,0.313108817,0
Gujarat_Market_21,Tomato,1800.866347,190.2090506,0.367363177,2
Gujarat_Market_21,Wheat,2208.94417,241.409256,0.690950317,2
Gujarat_Market_22,Maize,1896.386578,201.2520714,0.063853887,1
Gujarat_Market_22,Mustard,5216.308002,563.4097849,0.711427134,0
Gujarat_Market_22,Onion,1506.004399,161.8575211,0.497736363,2
Gujarat_Market_22,Potato,1200.427255,127.2682572,0.285137661,2
Gujarat_Market_22,Rice,2797.952826,296.7247097,0.164559517,1
Gujarat_Market_22,Soybean,4203.980316,422.8303634,0.240108672,0
Gujarat_Market_22,Tomato,1796.124648,178.4206808,0.06007365,1
Gujarat_Market_22,Wheat,2211.025915,249.16684,0.778395744,2
Gujarat_Market_23,Maize,1899.494532,205.6106937,0.163444567,1
Gujarat_Market_23,Mustard,5206.823769,554.2669164,0.417961916,0
Gujarat_Market_23,Onion,1501.426876,163.8540877,0.235477574,2
Gujarat_Market_23,Potato,1197.629923,122.4934632,0.056280494,1
Gujarat_Market_23,Rice,2794.549068,290.937282,0.020674247,1
Gujarat_Market_23,Soybean,4198.949451,424.1828631,0.155287776,3
Gujarat_Market_23,Tomato,1800.258058,193.1324646,0.344358808,2
Gujarat_Market_23,Wheat,2194.429006,229.3277021,0.048189891,1
Gujarat_Market_24,Maize,1895.278393,207.7118693,0.020547258,1
Gujarat_Market_24,Mustard,5179.431882,550.3399749,-0.110189496,3
Gujarat_Market_24,Onion,1504.035685,157.3088118,0.325875334,2
Gujarat_Market_24,Potato,1197.643028,124.9633792,0.012909236,1
Gujarat_Market_24,Rice,2796.167339,295.563901,0.083498375,1
Gujarat_Market_24,Soybean,4200.30449,435.6451315,0.222678731,0
Gujarat_Market_24,Tomato,1798.757028,186.2732142,0.242908752,2
Gujarat_Market_24,Wheat,2205.865197,224.5777645,0.553032992,2
Gujarat_Market_3,Maize,1906.002977,204.2344332,0.527755623,2
Gujarat_Market_3,Mustard,5198.186414,574.8864489,0.265952962,0
Gujarat_Market_3,Onion,1501.622278,155.9759466,0.214305324,1
Gujarat_Market_3,Potato,1197.926411,125.1049299,0.088586952,1
Gujarat_Market_3,Rice,2796.425269,298.9754556,0.143610985,1
Gujarat_Market_3,Soybean,4196.519984,434.4336403,0.10339391,3
Gujarat_Market_3,Tomato,1801.480731,190.3199276,0.355162095,2
Gujarat_Market_3,Wheat,2199.252644,219.6697276,0.235988799,2
Gujarat_Market_4,Maize,1897.285372,202.5832631,0.016496258,1
Gujarat_Market_4,Mustard,5205.531509,535.1435577,0.430946468,0
Gujarat_Market_4,Onion,1500.989984,157.8303924,0.199502198,1
Gujarat_Market_4,Potato,1203.856232,128.211337,0.612597589,2
Gujarat_Market_4,Rice,2803.465049,287.4269605,0.374905533,2
Gujarat_Market_4,Soybean,4208.88357,447.2815709,0.407537558,0
Gujarat_Market_4,Tomato,1795.158892,188.4943192,0.013063822,1
Gujarat_Market_4,Wheat,2194.458431,228.137764,-0.037230128,1
Gujarat_Market_5,Maize,1897.577662,202.9298953,0.102778191,1
Gujarat_Market_5,Mustard,5195.343176,547.9826472,0.223425708,0
Gujarat_Market_5,Onion,1496.482864,156.2903375,-0.139056474,1
Gujarat_Market_5,Potato,1201.218317,124.4819696,0.272589974,2
Gujarat_Market_5,Rice,2798.954779,286.5312885,0.233197537,1
Gujarat_Market_5,Soybean,4203.74828,433.6069992,0.322353082,0
Gujarat_Market_5,Tomato,1803.205191,194.2335373,0.477647823,2
Gujarat_Market_5,Wheat,2200.245335,235.2283466,0.315014854,2
Gujarat_Market_6,Maize,1902.857397,202.7951996,0.329901379,2
Gujarat_Market_6,Mustard,5210.5,550.5255968,0.480391101,0
Gujarat_Market_6,Onion,1502.642609,153.619177,0.286987336,2
Gujarat_Market_6,Potato,1200.530279,123.6862848,0.264997222,2
Gujarat_Market_6,Rice,2802.697041,297.4361534,0.321066708,2
Gujarat_Market_6,Soybean,4208.918972,452.9761796,0.387124123,0
Gujarat_Market_6,Tomato,1794.623622,190.9768469,0.016156108,1
Gujarat_Market_6,Wheat,2188.45681,221.5479746,-0.240805224,1
Gujarat_Market_7,Maize,1903.001627,207.6256434,0.317459765,2
Gujarat_Market_7,Mustard,5202.580242,549.198908,0.315621329,0
Gujarat_Market_7,Onion,1500.943818,151.6282938,0.204488606,1
Gujarat_Market_7,Potato,1198.841584,126.2586139,0.152933033,1
Gujarat_Market_7,Rice,2795.162379,300.6793102,0.083350647,1
Gujarat_Market_7,Soybean,4201.727597,453.2662689,0.184459182,3
Gujarat_Market_7,Tomato,1797.241807,189.1694485,0.130403535,1
Gujarat_Market_7,Wheat,2196.895281,222.7110903,0.164947145,1
Gujarat_Market_8,Maize,1898.254684,194.8517151,0.100656399,1
Gujarat_Market_8,Mustard,5199.681096,531.6597859,0.313517076,0
Gujarat_Market_8,Onion,1497.585084,162.7910295,-0.012093638,1
Gujarat_Market_8,Potato,1196.788696,131.1387367,-0.016238965,1
Gujarat_Market_8,Rice,2797.068145,293.1555672,0.148832857,1
Gujarat_Market_8,Soybean,4206.889073,433.7975763,0.344005983,0
Gujarat_Market_8,Tomato,1798.938142,186.2345822,0.209185225,1
Gujarat_Market_8,Wheat,2204.124437,229.5728132,0.422075974,2
Gujarat_Market_9,Maize,1901.948083,201.14957,0.303858459,2
Gujarat_Market_9,Mustard,5183.487987,526.0997302,0.003783728,3
Gujarat_Market_9,Onion,1503.367218,161.3123588,0.332714687,2
Gujarat_Market_9,Potato,1205.018406,128.7341354,0.633279843,2
Gujarat_Market_9,Rice,2800.860222,298.3735937,0.254018022,2
Gujarat_Market_9,Soybean,4203.193281,455.5422883,0.251748282,0
